Ride_ID,User_ID,Driver_ID,Ride_DateTime,Pickup_Location,Dropoff_Location,Distance_km,Ride_Duration_min,Fare_Amount,Payment_Method,Ride_Status,User_Rating,Driver_Rating,Surge_Pricing,Promo_Code_Used,Vehicle_Type,Weather_Condition,Traffic_Level,Driver_Experience_Years,User_Type
R001953,U9737,D875,04-01-24 11:21,Downtown,Suburbs,23.93,84,82.12,Mobile Wallet,Completed,4,3.3,No,No,SUV,Snowy,High,8,New
R001954,U5719,D953,07-01-24 7:19,Midtown,Financial District,30.68,115,87.21,Cash,Completed,4.9,3.2,No,No,SUV,Clear,Medium,2,New
R001955,U1593,D984,06-01-24 20:10,Downtown,Airport,34.76,94,106.91,Mobile Wallet,Completed,3.3,4.3,No,Yes,Motorcycle,Rainy,Low,3,Frequent
R001956,U5839,D896,04-01-24 9:49,Financial District,Airport,4.69,11,18.79,Mobile Wallet,Completed,4.1,3.2,Yes,Yes,SUV,Snowy,Medium,8,Returning
R001957,U8394,D101,02-01-24 12:00,Suburbs,Midtown,22.46,67,80.5,Credit Card,Completed,4.1,3.5,No,Yes,Motorcycle,Clear,Medium,10,New
R001958,U4493,D332,03-01-24 8:18,Downtown,University,12.44,49,41.71,Mobile Wallet,Completed,4.2,4.7,No,No,Sedan,Snowy,Low,2,Returning
R001959,U7164,D468,01-01-24 22:57,Downtown,Midtown,28.6,69,94.05,Credit Card,Completed,3.5,4.1,Yes,No,Shared,Rainy,Low,5,Frequent
R001960,U3672,D350,01-01-24 7:34,Midtown,Suburbs,26.64,77,85.5,Credit Card,Canceled,1.9,2.9,No,No,SUV,Clear,High,8,Frequent
R001961,U5200,D932,01-01-24 17:06,Airport,Suburbs,31.35,80,102.28,Credit Card,Completed,4,3.9,No,No,SUV,Clear,Low,2,Returning
R001962,U1016,D207,06-01-24 16:03,Suburbs,Downtown,12.69,49,50.24,Mobile Wallet,Completed,4.9,3.6,No,No,SUV,Clear,High,5,Frequent
R001963,U4191,D375,04-01-24 9:13,Airport,Suburbs,7.27,23,26.74,Mobile Wallet,Completed,3.2,4.4,No,No,SUV,Clear,High,9,Returning
R001964,U1392,D279,01-01-24 2:41,Financial District,University,1.74,5,15.21,Mobile Wallet,Completed,3.3,4.8,No,Yes,SUV,Clear,High,10,Returning
R001965,U9616,D824,07-01-24 13:34,Financial District,Mall,9.69,20,35.85,Cash,Completed,3.1,4.5,No,Yes,Sedan,Clear,Low,9,Returning
R001966,U7272,D392,05-01-24 18:36,Airport,Mall,13.48,45,44.23,Credit Card,Completed,4.2,4.5,Yes,Yes,SUV,Clear,Medium,9,Frequent
R001967,U1571,D683,04-01-24 15:25,Midtown,University,33.17,87,103.75,Credit Card,Completed,4.2,4.9,No,No,Electric,Clear,Medium,10,New
R001968,U4631,D894,06-01-24 2:25,University,Midtown,17.71,54,47.79,Credit Card,Completed,4.9,3.4,No,No,Shared,Clear,Medium,6,Frequent
R001969,U7172,D274,05-01-24 7:21,Midtown,Airport,19.92,61,65.97,Credit Card,Completed,4.2,3.2,No,No,Sedan,Clear,Low,3,Returning
R001970,U8177,D222,03-01-24 6:31,University,Downtown,30.92,98,94.13,Cash,Completed,4.3,3.6,No,No,Motorcycle,Rainy,Low,2,New
R001971,U9433,D326,04-01-24 7:33,University,Mall,31.09,113,113.54,Mobile Wallet,Completed,4.7,3,No,No,Electric,Clear,Medium,9,Frequent
R001972,U4897,D543,05-01-24 7:54,Midtown,Mall,18.95,49,59.39,Mobile Wallet,Completed,3.2,3.1,No,Yes,SUV,Thunderstorm,Medium,5,Frequent
R001973,U9123,D912,04-01-24 12:18,University,Suburbs,4.87,12,20.74,Cash,Completed,4.2,3.3,No,Yes,SUV,Clear,Medium,3,Returning
R001974,U3279,D527,02-01-24 7:07,University,Airport,10.2,37,35,Credit Card,Completed,3.1,4.4,Yes,Yes,SUV,Rainy,Low,7,New
R001975,U9980,D182,06-01-24 13:56,University,Midtown,16.53,57,58.75,Credit Card,Completed,3.2,4.7,Yes,No,Shared,Rainy,Medium,4,Frequent
R001976,U8451,D864,04-01-24 20:09,Suburbs,Financial District,26.54,65,85.71,Mobile Wallet,Completed,4.9,4.6,No,No,SUV,Rainy,Low,8,Returning
R001977,U9906,D757,07-01-24 0:23,Financial District,Downtown,25.2,50,93.14,Credit Card,Completed,3,4.3,No,No,Motorcycle,Clear,Medium,5,Returning
R001978,U1775,D731,03-01-24 3:31,University,University,22.85,76,68.63,Credit Card,Completed,4.8,4.2,No,Yes,Sedan,Clear,Medium,9,Frequent
R001979,U7869,D164,06-01-24 20:42,Financial District,Airport,30.93,72,105.54,Mobile Wallet,Completed,4.4,3.3,No,No,SUV,Foggy,Medium,3,Returning
R001980,U3247,D380,06-01-24 20:21,Mall,Midtown,28.29,111,80.51,Credit Card,Completed,4.9,3.8,No,No,SUV,Clear,Medium,3,New
R001981,U8088,D894,04-01-24 6:58,Financial District,Midtown,34.39,110,90.22,Credit Card,Completed,4.4,4.2,Yes,No,Sedan,Clear,Medium,5,Returning
R001982,U1078,D490,07-01-24 11:16,Mall,Downtown,31.23,116,110.78,Cash,Completed,3.7,3.4,No,No,Sedan,Clear,High,9,Returning
R001983,U9080,D527,01-01-24 1:35,Suburbs,Downtown,7.65,28,24.81,Mobile Wallet,Completed,4.1,3.3,No,Yes,SUV,Clear,Medium,6,New
R001984,U8099,D717,06-01-24 7:54,Financial District,Suburbs,2.96,9,17.1,Credit Card,Completed,4.3,4.7,No,No,Electric,Clear,High,3,New
R001985,U4926,D911,05-01-24 7:57,Airport,Suburbs,15.09,43,56.2,Credit Card,Completed,3.6,4.7,No,No,Electric,Foggy,Medium,4,Frequent
R001986,U8340,D206,01-01-24 8:40,Downtown,University,22,66,84.34,Credit Card,Completed,3.9,3.7,No,No,Sedan,Foggy,Medium,4,New
R001987,U8083,D647,02-01-24 14:38,Suburbs,University,22.87,82,70.83,Credit Card,Completed,4.5,3.7,Yes,No,Sedan,Rainy,Medium,9,Returning
R001988,U7230,D758,05-01-24 4:12,Downtown,Downtown,10.1,33,30.44,Credit Card,Completed,4.6,4.6,No,No,Shared,Clear,Medium,8,Frequent
R001989,U5940,D361,01-01-24 18:31,Airport,Downtown,30.24,73,100.05,Cash,Completed,3.9,3.9,No,Yes,Sedan,Clear,Medium,7,Returning
R001990,U4271,D258,02-01-24 15:24,Midtown,Airport,12.19,39,44.83,Credit Card,No-show,1.8,1.8,No,No,Sedan,Rainy,Medium,3,New
R001991,U4456,D364,02-01-24 7:49,Midtown,Suburbs,32.25,91,111.66,Cash,Completed,4.2,4.1,No,Yes,SUV,Clear,Medium,1,Frequent
R001992,U8788,D567,05-01-24 5:56,University,Midtown,17.03,36,59.95,Credit Card,Completed,4.3,3.2,No,Yes,SUV,Clear,Medium,10,New
R001993,U9599,D301,05-01-24 17:43,Midtown,Mall,1.35,4,12.06,Cash,Completed,4.8,4.2,No,No,Sedan,Snowy,Medium,4,New
R001994,U8650,D254,01-01-24 18:59,Suburbs,Mall,6.51,16,20.4,Mobile Wallet,Completed,4.1,3.1,No,No,Sedan,Snowy,Medium,3,New
R001995,U3711,D112,01-01-24 10:43,Midtown,Mall,4.48,16,23.7,Cash,Completed,3.8,3.5,No,Yes,Sedan,Clear,Low,8,Frequent
R001996,U2668,D396,06-01-24 8:30,Suburbs,Suburbs,2.5,6,14.85,Credit Card,Completed,4.9,3.7,No,No,SUV,Clear,Medium,5,Returning
R001997,U1147,D995,05-01-24 3:53,Suburbs,Suburbs,25.28,69,81.91,Credit Card,Completed,3.6,3.5,No,No,Sedan,Clear,Medium,2,Returning
R001998,U7420,D933,03-01-24 20:19,Downtown,Downtown,7.54,26,29.02,Credit Card,Completed,3.5,3.5,No,No,Sedan,Clear,Medium,8,Frequent
R001999,U1365,D597,07-01-24 14:38,Midtown,Mall,29.51,112,80.56,Mobile Wallet,Completed,4,3.3,No,Yes,Sedan,Clear,High,6,Returning
R002000,U5531,D696,06-01-24 16:35,Financial District,Downtown,9.99,27,31.29,Credit Card,Completed,4.3,4,No,No,Shared,Clear,High,3,Returning
R002001,U6330,D891,06-01-24 11:58,Mall,Suburbs,2.1,7,15.79,Credit Card,Completed,3.8,4.7,No,No,Electric,Rainy,Low,3,Returning
R002002,U6510,D344,01-01-24 7:10,Midtown,Financial District,28.9,79,96.27,Cash,Completed,4.3,3.4,No,Yes,SUV,Clear,Medium,8,Frequent
R002003,U9754,D399,02-01-24 2:35,Midtown,Financial District,16.85,41,62.24,Cash,Completed,3.6,3.2,No,No,Motorcycle,Clear,High,3,New
R002004,U9964,D461,05-01-24 23:25,Midtown,University,21.38,57,71.85,Cash,Completed,4.2,3.5,No,No,Sedan,Foggy,Medium,9,Returning
R002005,U7493,D453,07-01-24 12:27,University,Suburbs,12.43,41,42.15,Credit Card,Completed,4.3,3.4,No,No,Shared,Clear,Medium,7,Frequent
R002006,U6439,D927,07-01-24 21:25,Financial District,Mall,2.57,9,13.71,Credit Card,Completed,4.7,4.8,No,Yes,Shared,Clear,Medium,3,Frequent
R002007,U7511,D620,07-01-24 7:55,Financial District,Financial District,13.59,37,41.57,Cash,No-show,3.1,1.4,Yes,Yes,Sedan,Rainy,Low,10,Frequent
R002008,U8504,D485,07-01-24 13:45,Suburbs,University,18.62,43,53.4,Credit Card,Completed,4.6,4.7,No,No,Shared,Clear,Medium,7,Frequent
R002009,U2246,D858,02-01-24 15:30,Financial District,University,1.4,3,7.02,Cash,Completed,4.9,3.7,No,Yes,SUV,Clear,Medium,7,Returning
R002010,U4839,D411,07-01-24 3:13,Suburbs,Suburbs,20.53,74,67.64,Cash,Completed,4.2,5,Yes,Yes,SUV,Rainy,High,9,Returning
R002011,U9551,D513,03-01-24 16:41,Mall,University,31.36,104,101.96,Cash,Completed,3.7,4.2,Yes,No,SUV,Clear,High,6,Frequent
R002012,U3376,D377,06-01-24 17:14,Downtown,Downtown,8.41,29,37.24,Credit Card,Completed,3.5,3.3,No,No,SUV,Clear,High,5,Frequent
R002013,U4009,D849,04-01-24 15:12,Suburbs,Downtown,32.51,97,101.61,Credit Card,Canceled,1.5,1.1,Yes,No,SUV,Clear,Medium,5,New
R002014,U2827,D814,07-01-24 17:14,Midtown,Downtown,4.32,13,19.87,Credit Card,Completed,3.3,3.2,Yes,No,SUV,Clear,Medium,4,Returning
R002015,U7979,D858,05-01-24 12:46,Airport,Midtown,29.06,70,98.5,Credit Card,Completed,3.9,4.4,Yes,Yes,Sedan,Foggy,High,6,Returning
R002016,U9569,D846,02-01-24 19:26,Airport,Downtown,29.57,69,104.96,Cash,Completed,4.2,3.1,No,No,SUV,Clear,Medium,4,Frequent
R002017,U5285,D692,07-01-24 11:08,University,Mall,9.76,23,32.84,Credit Card,Completed,4,4.2,No,No,Sedan,Clear,Medium,9,Returning
R002018,U7910,D455,03-01-24 12:08,Midtown,Downtown,33.57,134,119.31,Cash,Completed,3.3,3.1,No,No,Sedan,Thunderstorm,High,1,Frequent
R002019,U9561,D624,03-01-24 16:39,Suburbs,Suburbs,15.16,55,49.24,Credit Card,Completed,4.7,4.3,No,No,SUV,Clear,Medium,10,New
R002020,U3196,D938,05-01-24 1:05,Midtown,Financial District,5.8,19,23.53,Credit Card,Completed,4,5,No,No,SUV,Foggy,Low,1,Returning
R002021,U4747,D115,05-01-24 2:00,University,Mall,21.12,51,64.99,Credit Card,Completed,3.8,4.2,No,No,SUV,Clear,Medium,5,Returning
R002022,U9843,D144,05-01-24 21:00,Financial District,Financial District,34.88,93,126.14,Cash,Completed,4.9,4.1,No,Yes,Sedan,Clear,Medium,6,New
R002023,U6978,D420,04-01-24 9:30,Suburbs,Downtown,31.58,85,97.92,Mobile Wallet,Completed,3.1,4.3,No,No,SUV,Rainy,High,10,Returning
R002024,U6607,D750,06-01-24 6:40,Mall,Downtown,10.47,31,42.88,Credit Card,Completed,3.4,5,No,Yes,Sedan,Foggy,Medium,3,New
R002025,U1769,D425,04-01-24 3:14,Midtown,Downtown,20.62,59,75.01,Credit Card,Completed,3.6,4.9,No,Yes,Sedan,Rainy,Medium,7,Returning
R002026,U1780,D247,04-01-24 6:27,Financial District,University,4.92,19,22.79,Credit Card,Completed,3.5,4.7,No,No,Shared,Clear,High,9,Frequent
R002027,U7303,D454,04-01-24 14:34,University,Suburbs,16.7,57,52.36,Credit Card,Completed,3,4.6,No,Yes,Sedan,Clear,Medium,6,Frequent
R002028,U4983,D335,04-01-24 12:39,Financial District,Suburbs,18.78,41,58.37,Credit Card,Completed,3.5,4.8,No,No,Motorcycle,Clear,Medium,7,Frequent
R002029,U9714,D802,03-01-24 15:46,Suburbs,Suburbs,11.72,32,35.29,Credit Card,Completed,4.5,4,Yes,No,Sedan,Clear,Medium,2,Returning
R002030,U1521,D712,03-01-24 1:24,University,Financial District,17.46,40,57.94,Cash,Completed,3.2,4.7,No,No,Electric,Clear,Medium,4,Returning
R002031,U8569,D204,07-01-24 8:27,University,Mall,32.28,83,107.5,Credit Card,Completed,4.3,3.5,Yes,No,SUV,Snowy,High,9,Frequent
R002032,U6784,D573,02-01-24 15:25,University,Mall,18,71,55.02,Cash,Completed,3,4.2,No,Yes,Sedan,Thunderstorm,Medium,5,New
R002033,U5583,D861,04-01-24 12:29,Downtown,Midtown,29.25,100,102.62,Cash,Completed,3.2,3.2,No,No,Sedan,Clear,Low,6,New
R002034,U6946,D495,03-01-24 11:47,University,Financial District,11.79,24,42.42,Credit Card,Completed,4.6,3.7,No,Yes,SUV,Rainy,Low,1,Frequent
R002035,U5941,D545,04-01-24 4:49,Downtown,Suburbs,34.03,90,119.52,Credit Card,Completed,4.3,3.3,No,No,Motorcycle,Clear,Low,7,Returning
R002036,U7267,D705,02-01-24 10:20,Financial District,Airport,4.18,12,17.44,Credit Card,Completed,4.4,3,No,No,Motorcycle,Clear,Low,7,Frequent
R002037,U8128,D319,05-01-24 9:28,Mall,Midtown,20.91,67,70.77,Credit Card,Completed,3.4,4.5,Yes,No,Sedan,Rainy,High,9,Returning
R002038,U3461,D909,03-01-24 15:44,Downtown,Downtown,27.86,84,100.73,Credit Card,Completed,4.6,3.7,No,No,Motorcycle,Clear,Medium,3,Returning
R002039,U1685,D950,02-01-24 19:41,Financial District,University,28.68,61,103.22,Cash,Completed,3.2,3.2,No,Yes,Sedan,Rainy,Low,8,Returning
R002040,U3160,D541,04-01-24 7:42,Downtown,Financial District,7.74,23,29.13,Credit Card,Completed,3.9,3.4,No,No,SUV,Rainy,Medium,8,Returning
R002041,U8031,D744,06-01-24 17:41,Financial District,University,14.66,33,59.78,Mobile Wallet,Completed,3.4,4.1,No,No,Sedan,Clear,Low,4,Returning
R002042,U6341,D972,06-01-24 18:42,Financial District,Midtown,22.22,68,84.59,Mobile Wallet,Completed,4.9,4.3,No,No,Sedan,Rainy,Low,10,New
R002043,U1038,D766,06-01-24 18:50,Mall,Mall,11.74,29,34.31,Cash,Completed,4.6,4.5,No,No,Shared,Clear,Medium,3,Frequent
R002044,U5875,D127,03-01-24 11:41,University,Airport,23.38,54,74.04,Cash,Completed,3,3.8,No,No,SUV,Rainy,Low,10,Returning
R002045,U2256,D893,02-01-24 20:25,Mall,Midtown,13.88,36,44.86,Credit Card,Completed,4.9,4.9,No,Yes,Sedan,Rainy,Medium,9,New
R002046,U8697,D574,04-01-24 5:07,Mall,Financial District,12.93,28,50.8,Credit Card,Completed,4.1,3.6,Yes,Yes,Sedan,Rainy,Medium,6,Returning
R002047,U3196,D727,03-01-24 18:54,University,Suburbs,4.67,12,18.73,Credit Card,Completed,3.7,5,No,No,Sedan,Clear,Low,6,New
R002048,U8165,D404,01-01-24 13:01,Financial District,Downtown,2.33,9,17.5,Cash,Completed,4.9,3,Yes,Yes,Sedan,Clear,Medium,9,Returning
R002049,U1301,D845,04-01-24 5:48,University,Suburbs,29.4,77,98.05,Cash,Completed,4.2,3.5,No,No,Electric,Rainy,Medium,4,New
R002050,U8527,D504,04-01-24 15:42,Financial District,Suburbs,17.64,52,61.35,Mobile Wallet,Completed,4.1,3.1,No,No,SUV,Clear,High,4,Frequent
R002051,U7381,D612,03-01-24 2:05,University,Financial District,20.14,61,61.5,Cash,Completed,4.2,4.2,No,No,Sedan,Clear,Medium,5,New
R002052,U1646,D601,04-01-24 0:09,Airport,Suburbs,13.66,32,45.1,Mobile Wallet,Completed,4.1,4,No,No,Sedan,Clear,Medium,2,Returning
R002053,U9789,D447,07-01-24 14:04,Downtown,Suburbs,5.65,16,24.03,Credit Card,Completed,3.3,4.7,No,Yes,Sedan,Clear,Medium,3,New
R002054,U9853,D339,03-01-24 6:38,Mall,Financial District,16.29,60,57.54,Cash,Completed,4.9,3,No,No,Sedan,Clear,Low,6,Returning
R002055,U5330,D669,01-01-24 1:09,Financial District,Financial District,8.78,19,31.02,Credit Card,Completed,3.4,4.7,No,No,Electric,Clear,Medium,5,New
R002056,U8003,D946,02-01-24 17:04,Midtown,Airport,29.48,113,106.68,Cash,Canceled,1.3,3.2,No,No,SUV,Clear,Medium,7,Frequent
R002057,U4537,D794,04-01-24 23:54,University,Suburbs,34.55,129,116.86,Credit Card,Completed,4.5,3.4,Yes,No,Shared,Snowy,Medium,9,Returning
R002058,U5558,D436,04-01-24 0:53,University,Midtown,31.23,116,88.38,Cash,Completed,3.2,4.6,No,Yes,Motorcycle,Clear,Low,8,Returning
R002059,U7579,D125,04-01-24 1:15,Suburbs,Mall,18.96,45,54.85,Mobile Wallet,Completed,4.4,4.2,No,No,SUV,Clear,Medium,7,Returning
R002060,U9474,D508,06-01-24 11:56,Midtown,Downtown,22.36,66,71.56,Mobile Wallet,Completed,4,3.4,No,Yes,Sedan,Snowy,Low,4,Frequent
R002061,U5082,D176,04-01-24 13:53,Midtown,University,33.24,107,96.23,Credit Card,Canceled,1.5,2.7,No,No,SUV,Rainy,Low,6,New
R002062,U5183,D316,05-01-24 21:50,Mall,Downtown,19.32,43,61.21,Mobile Wallet,Canceled,2,2.2,No,No,Sedan,Foggy,High,1,Returning
R002063,U9652,D427,04-01-24 8:06,Airport,Financial District,22.71,71,72.35,Cash,Completed,4.2,3.1,No,No,Motorcycle,Thunderstorm,Low,9,Returning
R002064,U4754,D936,04-01-24 0:30,Downtown,University,22.39,82,66.34,Cash,Completed,4.5,3.8,No,No,SUV,Snowy,High,9,Frequent
R002065,U2724,D873,07-01-24 5:43,Airport,Financial District,25.08,97,85.14,Credit Card,Completed,4.3,3.5,Yes,No,Motorcycle,Foggy,High,5,Returning
R002066,U2376,D122,02-01-24 7:39,Downtown,Mall,22.77,58,75.33,Mobile Wallet,Canceled,2.1,1.3,No,No,Sedan,Rainy,Medium,6,Frequent
R002067,U9706,D855,05-01-24 1:27,Financial District,Mall,23.8,61,73.48,Mobile Wallet,Completed,4.4,4.4,Yes,No,Sedan,Foggy,Medium,8,New
R002068,U9894,D769,05-01-24 0:38,Mall,Airport,25.68,65,76.93,Credit Card,Completed,4.3,4.4,No,Yes,Sedan,Clear,Medium,7,Frequent
R002069,U2653,D817,06-01-24 22:04,Airport,Suburbs,28.51,66,87.1,Credit Card,Canceled,2.6,2.8,No,No,SUV,Foggy,Medium,3,Returning
R002070,U3066,D409,01-01-24 13:41,Suburbs,Financial District,14.7,42,55.29,Credit Card,Completed,3.5,3.4,No,Yes,Motorcycle,Clear,Medium,6,Frequent
R002071,U1022,D698,07-01-24 21:11,Downtown,Mall,26.36,94,95.43,Mobile Wallet,Canceled,1,2.3,No,No,Motorcycle,Clear,Medium,3,Frequent
R002072,U3460,D366,05-01-24 6:09,Airport,Financial District,4.41,15,18.69,Credit Card,Completed,4.4,4.5,Yes,No,Sedan,Clear,Low,8,New
R002073,U6926,D514,01-01-24 14:26,Mall,Downtown,30.79,117,83.92,Cash,No-show,2.1,3.5,No,No,Sedan,Clear,Low,7,New
R002074,U7251,D745,03-01-24 22:36,Suburbs,Suburbs,10.86,29,41.66,Cash,No-show,2.9,2.6,No,No,Shared,Rainy,Medium,2,New
R002075,U8295,D366,06-01-24 22:37,Mall,Airport,14.72,46,47.88,Cash,Completed,3.2,3.8,No,No,Sedan,Snowy,Low,10,Returning
R002076,U4300,D432,06-01-24 16:18,Midtown,Mall,28.32,100,90.83,Credit Card,Completed,4.8,3.3,No,No,Sedan,Clear,Medium,4,Returning
R002077,U7279,D879,04-01-24 7:54,University,Financial District,22.66,86,82.47,Cash,Canceled,2.8,2.6,No,No,Sedan,Clear,Low,5,Returning
R002078,U9553,D549,06-01-24 15:32,Financial District,Financial District,11.49,43,35.42,Cash,Completed,3.9,4.8,No,Yes,Motorcycle,Rainy,Low,6,New
R002079,U8353,D664,05-01-24 11:41,Mall,Financial District,8.66,25,24.97,Cash,Completed,4.9,4.5,Yes,No,Electric,Rainy,Medium,5,Frequent
R002080,U4727,D710,02-01-24 2:12,Financial District,Downtown,33.56,128,94.21,Cash,Canceled,1.5,1.7,No,Yes,Sedan,Clear,Medium,10,New
R002081,U7272,D346,02-01-24 16:22,Mall,Mall,3.98,11,17.32,Mobile Wallet,Completed,4.5,4.3,No,No,Sedan,Rainy,Medium,4,Returning
R002082,U6995,D135,02-01-24 19:36,Midtown,Financial District,1.15,4,9.76,Mobile Wallet,Canceled,3,1.9,No,No,SUV,Clear,Medium,3,Frequent
R002083,U1514,D500,02-01-24 7:14,Mall,Financial District,23.88,85,69.27,Mobile Wallet,Completed,4.1,4,Yes,Yes,Electric,Rainy,Low,2,Returning
R002084,U1448,D127,07-01-24 0:18,Mall,Downtown,21.89,53,76.81,Cash,Canceled,2.5,2.3,No,No,Sedan,Clear,Medium,10,Returning
R002085,U7019,D319,01-01-24 12:38,Airport,Financial District,26.08,101,75.3,Credit Card,Completed,4.6,4.1,No,No,Shared,Clear,High,1,Frequent
R002086,U6343,D505,06-01-24 14:43,University,Suburbs,25.88,64,71.27,Cash,Completed,3.1,3.9,Yes,No,SUV,Clear,Low,8,Frequent
R002087,U9033,D713,03-01-24 17:26,Midtown,Suburbs,30.35,116,98.56,Mobile Wallet,Completed,3.4,3.1,No,No,Sedan,Clear,High,4,Returning
R002088,U3520,D874,02-01-24 6:53,Suburbs,Downtown,32.35,104,100.68,Mobile Wallet,Completed,3.2,4.9,No,No,Motorcycle,Clear,Medium,9,Returning
R002089,U4081,D370,07-01-24 3:24,University,Suburbs,27.35,91,86.94,Mobile Wallet,Completed,3.1,4.3,No,No,Sedan,Clear,Medium,1,New
R002090,U2428,D835,02-01-24 9:57,Downtown,University,8.9,20,32.01,Cash,Completed,4.2,3.8,No,No,Shared,Clear,Medium,5,New
R002091,U4967,D750,07-01-24 8:57,Airport,University,16.76,36,63.4,Cash,Completed,4.8,3.4,Yes,Yes,SUV,Clear,Medium,2,Frequent
R002092,U7445,D891,07-01-24 8:15,University,University,22.82,90,72.48,Credit Card,Completed,4.7,4.8,Yes,No,Sedan,Thunderstorm,Medium,2,Frequent
R002093,U3159,D610,02-01-24 21:45,Downtown,Airport,19.34,52,66.8,Cash,Completed,3.9,4.1,No,Yes,SUV,Foggy,Medium,10,New
R002094,U6132,D385,01-01-24 0:34,Midtown,Financial District,6.4,24,23.13,Mobile Wallet,Completed,4.3,4.5,No,No,Sedan,Clear,Medium,6,Returning
R002095,U3547,D553,04-01-24 1:04,Mall,Airport,21.04,72,79.35,Credit Card,Completed,4,3.9,No,No,SUV,Clear,Medium,9,Frequent
R002096,U3979,D861,02-01-24 6:20,Financial District,Suburbs,31.14,100,94.39,Cash,Completed,4.8,3.5,Yes,No,Shared,Thunderstorm,Low,5,New
R002097,U3649,D933,04-01-24 10:18,University,Downtown,15.23,51,54.84,Mobile Wallet,Completed,3.8,4.6,No,No,SUV,Clear,Medium,8,Frequent
R002098,U9505,D416,03-01-24 19:00,University,University,23.74,52,72.02,Credit Card,Completed,4.1,3.5,No,No,Sedan,Thunderstorm,Low,8,Returning
R002099,U4083,D689,05-01-24 20:59,Downtown,Downtown,21.94,62,78.85,Credit Card,Completed,3.8,4,No,No,Electric,Clear,Medium,5,New
R002100,U2037,D396,04-01-24 16:30,Downtown,Airport,13.82,44,50.26,Cash,Completed,3.9,4.9,Yes,No,Electric,Rainy,Medium,1,New
R002101,U4489,D437,03-01-24 12:41,Financial District,Suburbs,20.22,76,66.41,Credit Card,No-show,3,3,No,No,Motorcycle,Rainy,Medium,7,Returning
R002102,U8604,D406,02-01-24 4:22,Downtown,Mall,8.15,28,27.71,Credit Card,Completed,4.9,4.7,No,No,Sedan,Clear,High,7,Frequent
R002103,U8544,D527,04-01-24 19:41,Downtown,Financial District,19.57,49,66.63,Credit Card,Completed,5,4.2,No,No,SUV,Thunderstorm,Medium,2,New
R002104,U3634,D450,04-01-24 0:36,University,Mall,28.16,112,82.55,Cash,Completed,5,4.6,Yes,Yes,Motorcycle,Rainy,Low,7,Frequent
R002105,U4983,D610,04-01-24 14:36,Financial District,Suburbs,26.8,88,84.47,Credit Card,Canceled,1.6,2.5,No,No,Motorcycle,Clear,Medium,9,Returning
R002106,U2778,D624,04-01-24 22:29,Financial District,University,13.17,40,36.64,Credit Card,Canceled,1.3,3.4,No,Yes,Sedan,Clear,Medium,5,New
R002107,U8902,D957,04-01-24 5:33,Mall,Suburbs,4.81,17,22.32,Cash,Completed,3,3.4,No,Yes,Shared,Clear,Medium,6,Returning
R002108,U6110,D591,04-01-24 17:09,University,Downtown,28.2,90,84.65,Cash,Completed,4.1,4,No,No,Sedan,Thunderstorm,Medium,4,Frequent
R002109,U6189,D693,06-01-24 5:04,Mall,Midtown,10.01,34,39.34,Cash,Completed,4.2,4,No,Yes,SUV,Snowy,High,2,Returning
R002110,U8378,D108,05-01-24 21:14,Midtown,University,2.8,9,11.9,Cash,Completed,4.1,4.1,No,No,SUV,Rainy,Medium,7,Returning
R002111,U2124,D596,04-01-24 12:11,Midtown,Mall,16.14,38,53.72,Cash,Canceled,3.3,3,No,No,Electric,Clear,Low,6,Returning
R002112,U1697,D824,01-01-24 3:34,University,Financial District,26.14,81,87.46,Mobile Wallet,Completed,4.4,3.1,Yes,Yes,Sedan,Snowy,Medium,5,Frequent
R002113,U3179,D659,05-01-24 2:30,Downtown,University,28.49,73,102.36,Cash,Completed,4.6,3.1,No,No,Motorcycle,Clear,Medium,4,New
R002114,U6251,D660,06-01-24 23:36,Airport,University,34.39,108,112.99,Credit Card,No-show,2.5,3.4,Yes,No,SUV,Thunderstorm,Medium,10,Frequent
R002115,U2929,D920,01-01-24 11:55,Midtown,Financial District,7.44,17,31.01,Credit Card,Completed,3.1,3.3,No,No,SUV,Clear,Low,6,Frequent
R002116,U2013,D539,07-01-24 14:02,Midtown,Mall,10.99,27,39.4,Credit Card,Completed,4.4,4.5,No,No,Sedan,Foggy,Medium,4,Frequent
R002117,U1226,D651,06-01-24 13:34,University,University,21.72,79,69.94,Credit Card,No-show,2.8,1.9,No,Yes,SUV,Clear,Medium,8,Returning
R002118,U8321,D974,02-01-24 0:07,Mall,Downtown,28.59,80,97.95,Credit Card,Completed,3.2,4.2,No,No,Sedan,Snowy,Medium,5,Returning
R002119,U2828,D891,01-01-24 22:50,University,Suburbs,8.96,30,25.37,Credit Card,Completed,3.8,3.4,No,Yes,SUV,Clear,High,8,Returning
R002120,U8909,D837,06-01-24 5:09,Airport,Downtown,14.94,45,50.58,Cash,No-show,3.3,1.3,No,No,SUV,Clear,Medium,6,Returning
R002121,U6588,D207,06-01-24 23:48,Airport,Suburbs,14.89,40,52.78,Credit Card,Canceled,3,2,No,No,Shared,Clear,Low,6,New
R002122,U3023,D344,06-01-24 9:54,Financial District,Midtown,27.28,82,76.56,Credit Card,No-show,3.4,1.5,No,No,SUV,Clear,Medium,3,New
R002123,U5966,D354,06-01-24 11:11,University,University,9.19,33,35.1,Credit Card,Completed,3.4,4.4,No,Yes,SUV,Clear,High,9,New
